what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.databinding.emf",1411484593628
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.1.0.r36x201109091200,"org.eclipse.wb.rcp.databinding.xwt",1411484593636
stopped,bundle,org.eclipse.wb.rcp.databinding,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.databinding",1411484593649
stopped,bundle,org.eclipse.wb.rcp.nebula,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.nebula",1411484593658
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.swing2swt",1411484593665
stopped,bundle,org.eclipse.wb.xwt,1.1.0.r36x201109091200,"org.eclipse.wb.xwt",1411484593677
stopped,bundle,org.eclipse.wb.rcp,1.1.0.r36x201109091152,"org.eclipse.wb.rcp",1411484593699
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1411484593700
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1411484593705
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1411484593712
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1411484593720
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1411484593727
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1411484593735
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1411484593735
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1411484593735
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1411484593743
